what,kind,bundleId,bundleVersion,description,time
started,bundle,org.tigris.subversion.subclipse.ui,1.4.8,"org.tigris.subversion.subclipse.ui",1255680899906
os,sysinfo,,,"linux",1255680899913
arch,sysinfo,,,"x86_64",1255680899913
ws,sysinfo,,,"gtk",1255680899913
locale,sysinfo,,,"en_GB",1255680899913
processors,sysinfo,,,"4",1255680899914
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1255680899914
java.runtime.version,sysinfo,,,"1.6.0_0-b14",1255680899914
java.specification.name,sysinfo,,,"Java Platform API Specification",1255680899914
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1255680899914
java.specification.version,sysinfo,,,"1.6",1255680899914
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1255680899914
java.version,sysinfo,,,"1.6.0_0",1255680899914
java.vm.info,sysinfo,,,"mixed mode",1255680899914
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1255680899914
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1255680899914
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1255680899914
java.vm.specification.version,sysinfo,,,"1.0",1255680899914
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1255680899914
java.vm.version,sysinfo,,,"14.0-b08",1255680899914
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1255680899955
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1255680900162
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1255680900380
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1255680900423
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.tasks.ui",1255680900642
