what,kind,bundleId,bundleVersion,description,time
error,log,,,"Internal error logged from CDI Debug: ",1255810423645
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810518955
error,log,,,"Internal error logged from CDI Debug: ",1255810524862
error,log,,,"Target request failed: Target is not responding (timed out).",1255810526959
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810527207
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810527792
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.Terminate",1255810527814
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810529780
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810530005
opened,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.BreakpointView",1255810541449
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.BreakpointView",1255810541461
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.VariableView",1255810542646
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1255810545555
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.Terminate",1255810549549
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810567569
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810606646
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1255810606879
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810627643
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810630075
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.VariableView",1255810630244
started,bundle,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.resources",1255810635835
opened,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1255810636397
activated,perspective,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CPerspective",1255810636614
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1255810636622
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.perspectives.showPerspective",1255810636901
