what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255633119434
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255633124163
error,log,,,"Error logged from Debug Core: ",1255633125795
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255633125804
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255633128822
error,log,,,"Error logged from Debug Core: ",1255633131521
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255633132518
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1255633137518
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255633149944
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255633155516
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255633161464
error,log,,,"Error logged from Debug Core: ",1255633164617
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255633164628
error,log,,,"Internal error logged from CDI Debug: ",1255633185787
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255633190226
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugView",1255633191072
activated,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugView",1255633191130
opened,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1255633191749
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255633193153
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255633193178
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.BreakpointView",1255633195056
opened,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.ContentOutline",1255633195166
activated,perspective,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugPerspective",1255633195194
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.VariableView",1255633195305
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.MemoryView",1255633195416
