what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.team.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.team.ui",1255680900732
started,bundle,org.eclipse.team.cvs.ui,3.3.200.I20090521-1750,"org.eclipse.team.cvs.ui",1255680900787
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1255680900793
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1255680900795
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1255680900828
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.monitor.ui",1255680900868
started,bundle,org.eclipse.debug.core,3.5.0.v20090526-1600,"org.eclipse.debug.core",1255680900947
opened,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1255680925158
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255680943588
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255683633241
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255684135859
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255687930935
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255687934708
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255687936558
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200906161748,"org.eclipse.cdt.debug.mi.ui",1255687937367
stopped,bundle,com.trolltech.qtcppproject,1.5.2,"com.trolltech.qtcppproject",1255687937367
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200906161748,"org.eclipse.cdt.debug.mi.core",1255687937408
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200906161748,"org.eclipse.cdt.dsf.gdb.ui",1255687937426
