what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1255810111673
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.perspectives.showPerspective",1255810111695
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.perspectives.showPerspective",1255810111695
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810111722
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1255810111802
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810112491
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810114741
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810124885
error,log,,,"Internal error logged from CDI Debug: ",1255810174327
error,log,,,"Internal error logged from CDI Debug: ",1255810194341
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810212886
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810217020
error,log,,,"Internal error logged from CDI Debug: ",1255810222891
error,log,,,"Target request failed: Target is not responding (timed out).",1255810225102
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810232357
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810285802
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810292444
error,log,,,"Internal error logged from CDI Debug: ",1255810299773
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810301576
error,log,,,"Internal error logged from CDI Debug: ",1255810319809
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810373533
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255810379305
error,log,,,"Internal error logged from CDI Debug: ",1255810383482
error,log,,,"Target request failed: Target is not responding (timed out).",1255810385641
error,log,,,"Internal error logged from CDI Debug: ",1255810403622
