what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255638621288
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255638621789
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255638627238
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255638630776
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1255638631702
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1255638672853
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1255638673405
executed,command,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1255638673405
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1255638677347
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1255638677841
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.buildAll",1255638678606
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255638679280
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255638682178
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255638691746
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255638698052
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1255638698230
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1255638699746
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1255638720403
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255638745809
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255638920897
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255638923866
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1255639087738
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1255639130051
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1255639130405
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1255639140346
